Country Name,Country Code,Year,Agriculture (% GDP),Ease of Doing Business,Education Expenditure (% GDP),Export (% GDP),GDP,Health Expenditure (% GDP),Import (% GDP),Industry (% GDP),Inflation Rate,R&D,Service (% GDP),Unemployment,Population,Land,Continent Name,Export,Import,Education Expenditure,Health Expenditure,Net Trade,GDP Per Capita,Population Density
Samoa,WSM,2022,9.93777673675295,61.289418,14.807963307698600,12.2740977396287,832421565.372356,5.147312153333330,52.7499546985134,11.4317021877967,10.9618822286845,,70.5320123588911,10.313,222382.0,2840.0,Oceania,102172236.53955000,439101998.6345740,123264679.96570900,42847336.40137890,-336929762.09502400,3743.2056792921900,78.30352112676060
San Marino,SMR,2022,0.016652475238958,62.709892,11.643476724624600,170.81246348470900,1659326030.942690,6.918663797142860,146.25703687480300,34.30434573872700,1.9284886250408,,58.21151890052140,,33660.0,60.0,Europe,2834335670.696260,2426881084.949060,193203240.19845,114803189.37940000,407454585.7471940,49296.67352770930,561.0
Sao Tome and Principe,STP,2022,13.0551195483414,44.533732,17.0863285064697,,546680341.647274,7.9865958571428600,,11.2561023977615,18.0056351122841,,74.3126081141763,15.318,227380.0,960.0,Africa,,,93407599.05414410,43661149.51781560,,2404.2586931448400,236.85416666666700
Saudi Arabia,SAU,2022,2.40583960614005,63.082024,20.379313468933100,39.917844434711,1108148978218.49,4.402426996842110,23.2160667000708,53.3282752750557,2.47407371925372,4029968423.3217700,39.1989424681961,5.635,36408820.0,2149690.0,Asia,442349185230.0960,257268605919.3580,225833153973.9250,48785449782.32070,185080579310.73900,30436.27830340260,16.936776930627200
Senegal,SEN,2022,15.7433957967135,53.50107000000000,22.1659870147705,25.2532557616077,27684430244.4907,4.114836693333330,55.3944004332254,24.5403423696753,9.69681899081076,120449419.5926460,49.7083478024728,3.434,17316449.0,196710.0,Africa,6991219975.785110,15335624147.290100,6136527213.107010,1139169094.0405700,-8344404171.505030,1598.735990530780,88.03034416145600
Serbia,SRB,2022,6.75186421554444,73.31374400000000,9.44609498977661,63.4695888537167,63501748652.2968,8.607031322380950,74.1668021602078,23.113988082407,11.9815117344703,434179297.907935,52.4140196348087,9.473,6760087.0,88199.52380952380,Europe,40304298784.53340,47097216291.22140,5998435497.865140,5465615396.76281,-6792917506.688030,9393.628906299100,76.64539113157940
Seychelles,SYC,2022,2.86709902549377,60.83552000000000,10.6487627029419,111.456595122386,1588406479.15511,4.84011246952381,121.613343704704,13.4574098813545,6.052111503917650,5597994.498856820,66.2788785847653,,100060.0,460.0,Africa,1770383778.3696600,1931714230.922690,169145636.72338200,76880660.0643106,-161330452.5530340,15874.540067510600,217.5217391304350
Sierra Leone,SLE,2022,53.50862836087050,47.18167,19.76843479701450,18.46031395997300,3970343852.31939,11.73723992809520,38.67204350970570,9.915985150067610,27.2082883814653,,32.976048264705100,3.635,8605718.0,72300.0,Africa,732937940.4286450,1535413102.0538800,784874835.6630330,466008783.9171060,-802475161.6252340,461.3611382942590,119.02791147994500
Singapore,SGP,2022,0.0281098874392467,85.589466,13.2804718017578,186.552565489511,466788539651.836,3.654665446666670,150.309923551673,24.1569597688307,6.12106004039414,9572997342.70353,70.853309896514,2.758,5637022.0,708.8095238095240,Asia,870805996131.5230,701629497098.6460,61991720382.29910,17059559467.65560,169176499032.87800,82807.64908347630,7952.802284178700
Sint Maarten (Dutch part),SXM,2022,0.0913788942700645,,,97.59724037862970,1571564245.81006,,99.91060820355390,9.771064941196770,2.27170032292361,,72.85936841976620,,43389.0,34.0,North America,1533803334.687840,1570159396.2984300,,,-36356061.61058310,36220.3380075609,1276.1470588235300
Slovak Republic,SVK,2022,2.21921150326608,75.21087,9.54606147039504,99.0644249463614,115468803971.543,6.764694304285710,104.828343223068,28.6285970061317,12.774146363761,792724675.9560800,58.3115321492914,6.094,5431752.0,49031.90476190480,Europe,114388506646.8500,121044034142.86100,11022723006.253400,7811111605.489810,-6655527496.010250,21258.1141354655,110.7799508580420
Slovenia,SVN,2022,1.71387111537047,75.88995800000000,11.233614492416400,90.3802923783053,62117768014.8563,8.321883570000000,88.7519209673857,29.0099929294703,8.8336988674945,1149889523.4217000,57.7688267687666,4.18,2108732.0,20387.14285714290,Europe,56142220350.70450,55130712375.24930,6978070590.082480,5169368330.479040,1011507975.4552700,29457.40284439000,103.43440543760100
Solomon Islands,SLB,2022,32.53043107585010,55.03578,25.104125022888200,25.7830726872351,1595710784.31373,5.828167154761910,47.9508922044576,14.068498196906300,5.51812928576933,,47.13024951192890,1.543,724273.0,28900.0,Oceania,411423271.3976580,765157558.0811820,400589230.2978290,93000691.8163664,-353734286.68352300,2203.189659581030,25.061349480968900
Somalia,SOM,2022,,20.116916,2.925256167139320,16.781839015235,8126105600.0,,90.9239289235915,,,,,20.047,17597511.0,637660.0,Africa,1363709960.0000000,7388574479.999990,237709405.212254,,-6024864519.999990,461.7758500051510,27.59701251450620
South Africa,ZAF,2022,2.57058644132083,66.137888,19.7500400543213,33.4438714086283,405869718462.343,7.584470907142860,31.4649784429281,24.4430925232425,7.03972661255875,2905711511.6993700,62.6121248664358,29.806,59893885.0,1219090.0,Africa,135738546729.1080,127706819420.5490,80159431964.67380,30783070717.679000,8031727308.558500,6776.480077429320,49.12999450409730
S. Sudan,SSD,2022,6.643711518267950,33.087096,4.581507460637530,47.68346927754140,14080606755.7446,6.105962037500000,30.927692535515300,49.25038343421490,-6.68732094212673,,44.10590594309640,12.975,10913164.0,646883.0,Africa,6714121796.466900,4354806764.551680,645104049.0174710,859756503.1554260,2359315031.9152200,1290.2405531287400,16.870383052267600
Spain,ESP,2022,2.40831944348162,77.364102,10.284808522179000,41.5513281511377,1397509272054.48,8.478084404761910,40.1418724022461,20.7613849061267,8.39057634118639,16658882902.93760,67.7449009425005,13.009,47615034.0,505601.1526666670,Europe,580683663573.9330,560986388797.6680,143731152710.50100,118482015649.15200,19697274776.265100,29350.16852144810,94.17508988827740
Sri Lanka,LKA,2022,8.7492503434899,60.504324,10.805615234375,21.4841803323427,74403578363.4355,3.908927918571430,25.0350654136129,30.2676616423426,49.7211021114328,97767654.55740360,56.1090265808052,6.705,22181000.0,65610.0,Asia,15984998949.3164,18626984513.354800,8039764398.559530,2908382247.0645000,-2641985564.038410,3354.3834075756500,338.07346441091300
St. Kitts and Nevis,KNA,2022,1.31075138139252,54.772212,11.4885663986206,,961563259.259259,4.959589005238100,,20.8576250525379,2.66738842693209,,68.0739481017947,,47657.0,260.0,North America,,,110469833.50474000,47689585.68463130,,20176.74757662590,183.29615384615400
St. Lucia,LCA,2022,1.63929298477301,63.566652,12.6678876876831,,2065027555.55556,5.041286740952380,,10.4850183686904,6.37814695133366,,70.2510578999717,17.362,179857.0,620.0,North America,,,261595371.4574860,104103960.35523600,,11481.496719925100,290.09193548387100
St. Martin (French part),MAF,2022,,,,,774398807.145189,,,,,,,,31791.0,50.0,North America,,,,,,24359.05781967190,635.82
St. Vincent and the Grenadines,VCT,2022,4.66737485048475,57.016918,15.2270812988281,,948558503.126378,4.109020017142860,,14.713568785076,5.6600977922655,774687.7227356560,64.1332904773142,18.975,103948.0,390.0,North America,,,144437774.43800000,38976458.76777350,,9125.317496501890,266.53333333333300
Sudan,SDN,2022,5.03129205087995,45.639498,9.372645258903510,1.57116162619009,51662241775.2425,4.979621025714290,1.12767242781503,4.87140112447793,138.808460241759,164812886.58581200,6.44806765757999,18.73,46874204.0,2236748.571428570,Africa,811697318.002156,582580856.0905480,4842118654.390530,2572583853.7953300,229116461.91160800,1102.1465404562900,20.956402788741800
Suriname,SUR,2022,8.790105875857700,47.225936,14.11808572496690,52.09066087508780,3620655116.22074,5.373235236666670,45.42815672352030,32.84919306000980,52.4460272762409,,47.98291832845080,8.639,618040.0,163820.0,South America,1886023178.0470600,1644796880.6149100,511167193.11344300,194546316.50294700,241226297.4321490,5858.286059511910,3.772677328775490
Sweden,SWE,2022,1.40702450890398,81.99354600000000,13.936792873200900,52.5863535243361,585939170123.856,9.511860415,50.1589515005562,23.7159519811229,8.36929098869187,19663103876.205400,63.8653630168792,7.358,10486941.0,478327.3997142860,Europe,308124043438.892,293900944165.1860,81661128503.11420,55733715978.99060,14223099273.705600,55873.22081089770,21.924190431625000
Switzerland,CHE,2022,0.612466697790267,76.53843200000000,15.4226313999721,74.9747084171617,807706035351.75,10.318886348571400,62.6969650747618,24.1966993419692,2.83502798644453,22581672059.305700,72.3867299960086,4.202,8769741.0,41290.11142857140,Europe,605575244872.7920,506407170891.2300,124569524627.62900,83346267818.49930,99168073981.56160,92101.4697414382,212.39325098870100
Syrian Arab Republic,SYR,2022,26.889821208514900,41.84539,18.461022377014200,25.84485739613520,89712721383.8878,3.938598430769230,35.02139764073810,26.18850410014260,7.303428963089190,17610607.203379300,46.92167093260970,9.61,22125249.0,185180.0,Asia,23186124907.85790,31418648890.17880,16561885569.707900,3533423836.6261800,-8232523982.32095,4054.7666326326,119.47969003132100
Tajikistan,TJK,2022,21.610535960573200,55.25536,18.7470512390137,33.401688064062800,10492123387.7931,5.903331506666670,62.1689533801972,29.39925696225880,11.18745334177450,9852208.878579940,38.93617140982460,7.828,9952787.0,142159.80952381000,Asia,3504546325.287230,6522843297.54986,1966963747.5701100,619384825.6699320,-3018296972.262630,1054.1894835881700,70.01125728388840
Tanzania,TZA,2022,24.2690328195345,53.258976,14.3321094512939,15.4213759945808,75709289056.4457,4.870609170476190,19.5994834684814,27.6985792564661,4.35027204269101,308452257.9800290,30.6372928211043,2.762,65497748.0,947300.0,Africa,11675414128.218500,14838629592.722900,10850738172.36630,3687503575.6855700,-3163215464.504370,1155.906750510650,69.14150533094060
Thailand,THA,2022,8.82214919869571,76.561156,14.6416454315186,65.7850237025769,495340592811.188,3.510772512380950,68.1284090627737,34.994780423681,6.07741228434321,2266761119.087920,56.1830703776232,0.862,71697030.0,513120.0,Asia,325859926389.3250,337467665324.3740,72526013277.79650,17390281375.080000,-11607738935.0495,6908.802119295430,139.72760757717500
Timor-Leste,TLS,2022,22.629997058835500,38.912656,7.538520915167670,11.46990523498040,3163324631.03158,6.561944670555560,98.17306163265860,16.422466421544600,4.843521555257060,,60.81786369010980,4.864,1341296.0,14870.0,Asia,362830337.4541150,3105532639.663700,238467888.92496600,207575612.038348,-2742702302.209590,2358.409054400800,90.20147948890380
Togo,TGO,2022,18.3225486907946,52.26852,14.4758195877075,24.951196950242,8126439480.61302,4.407228117619050,34.8615428431708,20.4893653288684,7.96757361617946,19626434.740744900,51.3362562664333,4.066,8848699.0,56790.0,Africa,2027643919.8499800,2833002181.158260,1176368718.1177800,358150725.75087200,-805358261.3082780,918.376755793481,155.81438633562200
Tonga,TON,2022,17.30338857232950,61.41762200000000,11.9402980804443,17.234402022437600,360296015.4321990,4.470442226666670,58.72722367471780,16.57944016430330,10.9713652903022,,51.6006674572001,3.011,106858.0,750.0,Oceania,62094863.77040900,211591846.87396300,43020418.2145682,16106825.214878500,-149496983.10355400,3371.727109174790,142.47733333333300
Trinidad and Tobago,TTO,2022,0.8322051972087800,61.247642,9.05965518951416,,27899082337.3688,5.175826310952380,,47.78093388038300,5.135099224559100,22203624.24273400,50.50148837000280,3.982,1531044.0,5130.0,North America,,,2527560660.804260,1444008044.131800,,18222.260325221700,298.44912280701800
Tunisia,TUN,2022,10.0883428808061,66.25694000000000,24.79393890925820,48.1888534060322,46664948951.6571,5.650227477619050,59.2066147422182,22.9781213334254,8.30646124447628,308241433.19857000,60.3230036579474,16.124,12356117.0,163610.0,Africa,22487303842.3138,27628736545.46040,11570078935.11040,2636675768.0834300,-5141432703.14661,3776.667779340150,75.52177128537380
Turkey,TUR,2022,6.46046479706226,72.29630400000000,10.527720255010300,37.8940143381867,905987824096.127,4.712369192857140,42.603940273982,31.8732802074889,72.3088359891207,6808563227.277000,51.1971218593943,10.03,85341241.0,785350.0,Europe,343315155965.21200,385986511467.4630,95379863665.29470,42693491113.742600,-42671355502.25100,10616.06104481330,108.6665066530850
Turkmenistan,TKM,2022,13.91970836746030,,23.93471972147620,38.85840627051590,24021051250.836700,4.591492449047620,35.919384293695,49.42215420565960,,,35.81549507726350,5.019,6430770.0,488100.0,Asia,9334197685.498990,8628213710.173480,5749371291.039940,1102924754.364030,705983975.3255120,3735.330489325030,13.175107559926200
Turks and Caicos Islands,TCA,2022,0.7521571027030080,,10.7097187042236,,1138808881.1,,,13.7293605013834,,,77.22862706890070,,45703.0,950.0,North America,,,121963227.7445260,,,24917.595805527000,48.10842105263160
Tuvalu,TUV,2022,19.761639118773000,,,,60349391.0988033,14.723953564761900,,7.94132202297704,0.500580743152696,,,,11312.0,30.0,Oceania,,,,8885816.32200435,,5334.988604915430,377.06666666666700
Uganda,UGA,2022,24.0609380133746,58.032602,8.48236465454102,12.0000181567337,45559202048.7345,5.24188011,22.4659862553634,26.7825305301793,7.19578885975806,130857873.8715830,41.5851967172161,4.28,47249585.0,241550.0,Africa,5467112517.911130,10235324070.321900,3864497651.472780,2388158750.467330,-4768211552.4108,964.224385224431,195.60995653073900
Ukraine,UKR,2022,8.22220569798506,67.394152,13.718567328019600,35.4566186119589,160502739236.097,6.689784207619050,52.2502479277708,19.2438569007911,20.1836366617479,1210586573.7038900,60.7706604549234,8.650454545454550,38000000.0,603550.0,Europe,56908844112.68980,83863079181.72410,22018676345.419700,10737286902.212400,-26954235069.03430,4223.756295686760,62.96081517687020
United Arab Emirates,ARE,2022,1.114786154810010,79.07232200000000,6.92843818664551,81.41557282675200,507534921715.453,3.3475038261904800,61.85237067035500,50.2876415133203,4.82788859594433,5132845620.181760,48.5975610175276,2.754,9441129.0,98647.90000000000,Asia,413212463810.44400,313922381060.93800,35164243326.69480,16989750923.67760,99290082749.50530,53757.86325083080,95.7053216540849
United Kingdom,GBR,2022,0.709486608666053,83.39890600000000,12.803906622387100,32.7226463308604,3070667732359.21,9.332586959545460,36.2003951449039,17.8609992301017,7.92204883147916,49698372900.83010,70.9539594370349,3.571,66971411.0,243610.0,Europe,1004803742055.7600,1111593852701.0900,393165429135.0450,286572736361.1260,-106790110645.33900,45850.42612226300,274.9124050736830
United States of America,USA,2022,1.0607049833558900,83.668618,14.404179659756800,11.468218493857000,25462700000000.0,15.575834274285700,15.215216523787900,19.743834790787800,8.00279982052117,702603669389.7820,75.64113524277080,3.611,333287557.0,9755517.61904762,North America,2920118070435.32,3874204937802.54,3667693054224.880,3966027953758.550,-954086867367.2200,76398.59174220540,34.16400543926620
Uruguay,URY,2022,7.27127564555905,60.960204,15.3661575317383,31.3222324102825,71177146197.4951,8.530693462857140,25.8693052497212,17.5828121331291,9.10437983075442,256364062.55449500,63.1734124355624,7.841,3422794.0,176220.0,South America,22294271154.98600,18413033217.87030,10937192411.302800,6071904157.717990,3881237937.1156400,20795.042353555300,19.42341391442520
Uzbekistan,UZB,2022,23.465394778244,65.602968,21.8510189056396,27.269361157999,80391853884.764,5.090767566666670,44.309583862345,31.0946842977803,11.4466436998836,162438631.50979200,38.16879509934750,6.006,35648100.0,445480.4285714290,Asia,21922344977.447100,35621295915.56340,17566439190.953900,4092562423.807620,-13698950938.116200,2255.151154893640,80.02169728155450
Vanuatu,VUT,2022,21.812768365304500,60.588982,22.47008354013620,15.2402488275716,983582864.560796,3.499415318095240,54.4323511037984,9.251260982299600,2.5111782625603100,,61.82161550063060,2.089,326740.0,12190.0,Oceania,149900475.98442200,535387278.2345300,221011891.3532750,34419649.428600400,-385486802.2501090,3010.29217286159,26.803937653814600
Venezuela, RB",VEN,2022,4.424233113390840,31.532608,18.579773267110200,29.01796048930820,245229642866.1130,6.005379415714290,21.542558132562700,47.05470356583570,72.74028896000760,596572606.1724950,41.75802612392870,5.328,28301696.0,912050.0,South America,71160640874.96020,52828738372.70840,45563111628.267800,14726970493.91120,18331902502.251900,8664.839127171500,31.030860150211100
Vietnam,VNM,2022,11.8771079332907,66.64131,15.4493446350098,68.46738702426400,408802379068.229,4.416428612380950,71.04067063788890,38.2592736124302,3.15650749963111,1537335410.4432600,41.3362236840725,1.923,98186856.0,330704.0,Asia,279896307041.04300,290415951673.7150,63157288418.369900,18054465237.26330,-10519644632.671500,4163.514300409300,296.902535197639
Virgin Islands (U.S.),VIR,2022,,,,171.52570411803600,4004210526.3157900,,174.9851111869710,,,1507718.7438152300,,12.382,105413.0,350.0,North America,6868250299.631680,7006772241.634090,,,-138521942.0024150,37985.92703286870,301.18
West Bank and Gaza,PSE,2022,8.387658652288390,57.71581,16.889268112182600,18.5418508887133,19111900000.0,,67.3590799449558,19.10197021908300,2.5348249363175800,58051631.76105920,59.43477928981690,25.724,5043612.0,6020.0,Asia,3543700000.000000,12873600000.000000,3227860032.3322300,,-9329900000.000010,3789.327965751530,837.8093023255810
Yemen, Rep.",YEM,2022,12.946454606547700,32.668556,19.97123177846270,18.67862808094840,24749915341.726000,5.1999947725,38.33498233139740,38.52936701358440,11.113982041327900,,31.51291714311200,13.59,33696614.0,527970.0,Asia,4622944637.030580,9487875673.286490,4942862957.869410,1286994303.967930,-4864931036.255910,734.4926508558410,63.82297100214030
Zambia,ZMB,2022,3.3886579566561,63.517218,10.4478139877319,38.431952933434,29784454055.9391,5.200251567619050,27.1569319711305,33.8334552417652,10.9932039209136,20209346.949943000,57.9883721160727,6.131,20017675.0,752610.0,Africa,11446747364.258800,8088543925.944,3111824357.025990,1548866538.9507500,3358203438.314790,1487.9077643102500,26.59767342979760
Zimbabwe,ZWE,2022,12.069543094973400,49.833418,22.83798472086590,28.90891912215190,20678055597.7345,6.704906527272730,39.54024261040040,26.204944497226800,104.705170628667,,57.8249271979553,7.945,16320537.0,390760.0,Africa,5977802368.782680,8176153350.457690,4722451177.982760,1386444299.4855800,-2198350981.6750100,1266.99603069032,41.76614034189780
